App,Rssi,Device,Hive_Position,Record_Type,UTC_TimeStamp,Local_TimeStamp,Unix_Time,Sample,Metric,Battery,Temperature,Humidity,Scaled_Weight,Weight_Scale_Factor,Weight,w1,w3,w2,w4,Radar,Audio
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 2:33 PM,02/25/2024 7:33 AM,1708871602,5575,false,100,28.41,,91.45,1,91.45,32.02,16.66,20.97,21.80,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/25/2024 2:53 PM,02/25/2024 7:53 AM,1708872805,4464,false,80,67.85,,,,,,,,,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 3:03 PM,02/25/2024 8:03 AM,1708873416,4170,false,90,76.98,74,,,,,,,,,
H|60,96,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 3:33 PM,02/25/2024 8:33 AM,1708875202,5576,false,100,32.50,,92.10,1,92.10,32.06,16.67,21.18,22.19,,
H|60,30,47:20:22,Lower Brood,Logged_Data,02/25/2024 3:53 PM,02/25/2024 8:53 AM,1708876404,4465,false,79,66.29,,,,,,,,,,
H|60,22,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 3:53 PM,02/25/2024 8:53 AM,1708876412,4171,false,90,77.77,73,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 4:33 PM,02/25/2024 9:33 AM,1708878801,5577,false,100,45.46,,93.25,1,93.25,33.36,15.60,20.14,24.15,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 4:53 PM,02/25/2024 9:53 AM,1708880002,4172,false,90,81.78,78,,,,,,,,,
H|60,42,47:20:22,Lower Brood,Logged_Data,02/25/2024 4:53 PM,02/25/2024 9:53 AM,1708880004,4466,false,81,69.69,,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 5:33 PM,02/25/2024 10:33 AM,1708882401,5578,false,100,51.60,,93.56,1,93.56,33.72,16.25,19.40,24.19,,
H|60,38,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 5:53 PM,02/25/2024 10:53 AM,1708883602,4173,false,91,85.44,75,,,,,,,,,
H|60,40,47:20:22,Lower Brood,Logged_Data,02/25/2024 5:53 PM,02/25/2024 10:53 AM,1708883604,4467,false,82,71.92,,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 6:33 PM,02/25/2024 11:33 AM,1708886001,5579,false,100,51.69,,93.78,1,93.78,33.73,16.60,19.64,23.81,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/25/2024 6:53 PM,02/25/2024 11:53 AM,1708887204,4468,false,82,71.61,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 6:53 PM,02/25/2024 11:53 AM,1708887207,4174,false,91,85.91,78,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 7:33 PM,02/25/2024 12:33 PM,1708889600,5580,false,100,61.53,,96.75,1,96.75,33.93,17.53,21.52,23.77,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 7:53 PM,02/25/2024 12:53 PM,1708890802,4175,false,91,89.27,75,,,,,,,,,
H|60,32,47:20:22,Lower Brood,Logged_Data,02/25/2024 7:53 PM,02/25/2024 12:53 PM,1708890803,4469,false,83,72.80,,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 8:33 PM,02/25/2024 1:33 PM,1708893200,5581,false,100,66.45,,97.02,1,97.02,34.34,18.10,20.90,23.68,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 8:53 PM,02/25/2024 1:53 PM,1708894402,4176,false,92,90.42,73,,,,,,,,,
H|60,26,47:20:22,Lower Brood,Logged_Data,02/25/2024 8:53 PM,02/25/2024 1:53 PM,1708894403,4470,false,83,73.38,,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 9:33 PM,02/25/2024 2:33 PM,1708896800,5582,false,100,67.62,,96.97,1,96.97,34.71,18.38,20.42,23.46,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 9:53 PM,02/25/2024 2:53 PM,1708898002,4177,false,92,92.10,70,,,,,,,,,
H|60,32,47:20:22,Lower Brood,Logged_Data,02/25/2024 9:53 PM,02/25/2024 2:53 PM,1708898003,4471,false,84,76.31,,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 10:33 PM,02/25/2024 3:33 PM,1708900399,5583,false,100,63.23,,97.31,1,97.31,34.90,18.67,19.93,23.81,,
H|60,24,47:20:22,Lower Brood,Logged_Data,02/25/2024 10:53 PM,02/25/2024 3:53 PM,1708901602,4472,false,85,78.53,,,,,,,,,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 10:53 PM,02/25/2024 3:53 PM,1708901610,4178,false,92,91.76,68,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/25/2024 11:33 PM,02/25/2024 4:33 PM,1708904000,5584,false,100,59.16,,96.12,1,96.12,34.73,18.92,19.48,22.99,,
H|60,40,56:0B:D0,Upper Brood,Logged_Data,02/25/2024 11:53 PM,02/25/2024 4:53 PM,1708905201,4179,false,92,95.54,68,,,,,,,,,
H|60,30,47:20:22,Lower Brood,Logged_Data,02/25/2024 11:53 PM,02/25/2024 4:53 PM,1708905207,4473,false,85,80.29,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 12:03 AM,02/25/2024 5:03 PM,1708905806,4223,false,93,101.73,68,,,,,,,,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 12:13 AM,02/25/2024 5:13 PM,1708906406,4233,false,93,101.35,67,,,,,,,,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 12:23 AM,02/25/2024 5:23 PM,1708907001,4243,false,93,98.78,67,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 12:33 AM,02/25/2024 5:33 PM,1708907599,5585,false,100,56.75,,95.52,1,95.52,34.66,18.95,19.56,22.35,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 12:33 AM,02/25/2024 5:33 PM,1708907601,4253,false,93,96.16,68,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 12:43 AM,02/25/2024 5:43 PM,1708908201,4264,false,92,95.37,67,,,,,,,,,
H|60,30,47:20:22,Lower Brood,Logged_Data,02/26/2024 12:53 AM,02/25/2024 5:53 PM,1708908802,4474,false,88,89.72,,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 1:33 AM,02/25/2024 6:33 PM,1708911199,5586,false,100,51.27,,93.98,1,93.98,34.55,18.67,19.09,21.67,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 1:43 AM,02/25/2024 6:43 PM,1708911800,4265,false,92,92.39,70,,,,,,,,,
H|60,22,47:20:22,Lower Brood,Logged_Data,02/26/2024 1:53 AM,02/25/2024 6:53 PM,1708912401,4475,false,88,90.44,,,,,,,,,,
H|60,94,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 2:33 AM,02/25/2024 7:33 PM,1708914798,5587,false,100,46.77,,93.01,1,93.01,34.49,18.40,18.86,21.26,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 2:33 AM,02/25/2024 7:33 PM,1708914815,4312,false,93,96.04,72,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 2:43 AM,02/25/2024 7:43 PM,1708915404,4322,false,93,97.84,71,,,,,,,,,
H|60,20,47:20:22,Lower Brood,Logged_Data,02/26/2024 2:53 AM,02/25/2024 7:53 PM,1708916001,4476,false,88,89.47,,,,,,,,,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 2:53 AM,02/25/2024 7:53 PM,1708916005,4332,false,93,97.95,71,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 3:03 AM,02/25/2024 8:03 PM,1708916601,4342,false,93,96.83,72,,,,,,,,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 3:13 AM,02/25/2024 8:13 PM,1708917200,4350,false,92,96.31,71,,,,,,,,,
H|60,94,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 3:33 AM,02/25/2024 8:33 PM,1708918400,5588,false,100,44.11,,92.17,1,92.17,34.48,18.14,18.57,20.98,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 3:43 AM,02/25/2024 8:43 PM,1708919001,4393,false,93,98.56,71,,,,,,,,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 3:53 AM,02/25/2024 8:53 PM,1708919601,4403,false,93,97.52,70,,,,,,,,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 4:03 AM,02/25/2024 9:03 PM,1708920201,4413,false,93,96.09,69,,,,,,,,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 4:13 AM,02/25/2024 9:13 PM,1708920805,4423,false,93,94.94,69,,,,,,,,,
H|60,22,47:20:22,Lower Brood,Logged_Data,02/26/2024 4:13 AM,02/25/2024 9:13 PM,1708920815,4477,false,89,91.56,,,,,,,,,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 4:23 AM,02/25/2024 9:23 PM,1708921400,4435,false,92,94.82,69,,,,,,,,,
H|60,94,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 4:33 AM,02/25/2024 9:33 PM,1708921997,5589,false,100,44.22,,92.12,1,92.12,34.53,18.08,18.68,20.83,,
H|60,20,47:20:22,Lower Brood,Logged_Data,02/26/2024 4:53 AM,02/25/2024 9:53 PM,1708923200,4478,false,89,91.09,,,,,,,,,,
H|60,34,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 5:23 AM,02/25/2024 10:23 PM,1708925005,4436,false,92,90.59,71,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 5:33 AM,02/25/2024 10:33 PM,1708925598,5590,false,100,42.51,,91.58,1,91.58,34.51,17.91,18.57,20.59,,
H|60,32,47:20:22,Lower Brood,Logged_Data,02/26/2024 5:53 AM,02/25/2024 10:53 PM,1708926801,4479,false,89,90.26,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 6:23 AM,02/25/2024 11:23 PM,1708928604,4437,false,92,88.05,73,,,,,,,,,
H|60,96,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 6:33 AM,02/25/2024 11:33 PM,1708929197,5591,false,100,42.24,,91.42,1,91.42,34.49,17.84,18.68,20.41,,
H|60,22,47:20:22,Lower Brood,Logged_Data,02/26/2024 6:53 AM,02/25/2024 11:53 PM,1708930400,4480,false,89,90.80,,,,,,,,,,
H|60,20,47:20:22,Lower Brood,Logged_Data,02/26/2024 7:13 AM,02/26/2024 12:13 AM,1708931600,4523,false,90,94.47,,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 7:23 AM,02/26/2024 12:23 AM,1708932200,4438,false,92,87.87,75,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 7:33 AM,02/26/2024 12:33 AM,1708932797,5592,false,100,45.33,,92.18,1,92.18,34.57,17.90,19.20,20.51,,
H|60,16,47:20:22,Lower Brood,Logged_Data,02/26/2024 7:33 AM,02/26/2024 12:33 AM,1708932800,4543,false,89,91.05,,,,,,,,,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/26/2024 7:43 AM,02/26/2024 12:43 AM,1708933400,4552,false,89,91.38,,,,,,,,,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/26/2024 7:43 AM,02/26/2024 12:43 AM,1708933414,4553,false,89,90.91,,,,,,,,,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/26/2024 7:53 AM,02/26/2024 12:53 AM,1708934000,4565,false,88,89.65,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 8:23 AM,02/26/2024 1:23 AM,1708935809,4439,false,92,88.16,73,,,,,,,,,
H|60,98,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 8:33 AM,02/26/2024 1:33 AM,1708936397,5593,false,100,48.68,,92.57,1,92.57,34.73,18.03,19.33,20.48,,
H|60,22,47:20:22,Lower Brood,Logged_Data,02/26/2024 8:53 AM,02/26/2024 1:53 AM,1708937599,4566,false,88,87.22,,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 9:23 AM,02/26/2024 2:23 AM,1708939404,4440,false,92,88.10,73,,,,,,,,,
H|60,98,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 9:33 AM,02/26/2024 2:33 AM,1708939996,5594,false,100,49.74,,92.68,1,92.68,34.79,18.11,19.44,20.34,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/26/2024 9:53 AM,02/26/2024 2:53 AM,1708941199,4567,false,89,87.20,,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 10:23 AM,02/26/2024 3:23 AM,1708942999,4441,false,92,89.70,76,,,,,,,,,
H|60,94,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 10:33 AM,02/26/2024 3:33 AM,1708943596,5595,false,100,47.66,,91.99,1,91.99,34.78,18.01,19.19,20.01,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/26/2024 10:53 AM,02/26/2024 3:53 AM,1708944813,4568,false,89,87.60,,,,,,,,,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 11:23 AM,02/26/2024 4:23 AM,1708946604,4442,false,93,95.18,68,,,,,,,,,
H|60,94,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 11:33 AM,02/26/2024 4:33 AM,1708947196,5596,false,100,44.06,,91.17,1,91.17,34.63,17.79,19.02,19.73,,
H|60,24,47:20:22,Lower Brood,Logged_Data,02/26/2024 11:53 AM,02/26/2024 4:53 AM,1708948404,4569,false,89,87.67,,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 12:23 PM,02/26/2024 5:23 AM,1708950209,4443,false,92,87.58,72,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 12:33 PM,02/26/2024 5:33 AM,1708950796,5597,false,100,41.82,,90.71,1,90.71,34.53,17.66,18.96,19.56,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/26/2024 12:53 PM,02/26/2024 5:53 AM,1708952003,4570,false,89,87.72,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 1:23 PM,02/26/2024 6:23 AM,1708953798,4444,false,92,85.60,71,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 1:33 PM,02/26/2024 6:33 AM,1708954397,5598,false,100,41.32,,90.54,1,90.54,34.45,17.56,19.05,19.48,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/26/2024 1:53 PM,02/26/2024 6:53 AM,1708955611,4571,false,89,85.60,,,,,,,,,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 2:23 PM,02/26/2024 7:23 AM,1708957397,4445,false,92,85.53,75,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 2:33 PM,02/26/2024 7:33 AM,1708957994,5599,false,100,40.28,,90.37,1,90.37,34.39,17.54,19.08,19.36,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/26/2024 2:53 PM,02/26/2024 7:53 AM,1708959198,4572,false,89,85.60,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 3:23 PM,02/26/2024 8:23 AM,1708960998,4446,false,92,85.92,73,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 3:33 PM,02/26/2024 8:33 AM,1708961596,5600,false,100,44.25,,91.35,1,91.35,34.49,17.65,19.65,19.56,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/26/2024 4:03 PM,02/26/2024 9:03 AM,1708963402,4573,false,89,84.30,,,,,,,,,,
H|60,34,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 4:23 PM,02/26/2024 9:23 AM,1708964597,4447,false,92,86.00,75,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 4:33 PM,02/26/2024 9:33 AM,1708965194,5601,false,100,50.95,,92.91,1,92.91,34.82,18.10,20.15,19.84,,
H|60,30,47:20:22,Lower Brood,Logged_Data,02/26/2024 4:53 PM,02/26/2024 9:53 AM,1708966397,4574,false,89,84.38,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 5:23 PM,02/26/2024 10:23 AM,1708968198,4448,false,92,87.99,73,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 5:33 PM,02/26/2024 10:33 AM,1708968794,5602,false,100,54.17,,93.42,1,93.42,34.96,18.42,20.26,19.78,,
H|60,22,47:20:22,Lower Brood,Logged_Data,02/26/2024 5:53 PM,02/26/2024 10:53 AM,1708970002,4575,false,89,85.10,,,,,,,,,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 6:23 PM,02/26/2024 11:23 AM,1708971798,4449,false,92,89.09,79,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 6:33 PM,02/26/2024 11:33 AM,1708972394,5603,false,100,56.57,,93.90,1,93.90,35.09,18.67,20.48,19.66,,
H|60,24,47:20:22,Lower Brood,Logged_Data,02/26/2024 6:53 PM,02/26/2024 11:53 AM,1708973594,4576,false,89,85.71,,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 7:23 PM,02/26/2024 12:23 PM,1708975398,4450,false,92,90.71,75,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 7:33 PM,02/26/2024 12:33 PM,1708975994,5604,false,100,59.41,,94.07,1,94.07,35.23,19.03,20.25,19.56,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/26/2024 7:53 PM,02/26/2024 12:53 PM,1708977193,4577,false,89,84.68,,,,,,,,,,
H|60,38,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 8:23 PM,02/26/2024 1:23 PM,1708978997,4451,false,93,90.73,74,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 8:33 PM,02/26/2024 1:33 PM,1708979593,5605,false,100,59.88,,94.70,1,94.70,35.42,19.16,20.69,19.43,,
H|60,28,47:20:22,Lower Brood,Logged_Data,02/26/2024 8:53 PM,02/26/2024 1:53 PM,1708980796,4578,false,89,84.99,,,,,,,,,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 9:23 PM,02/26/2024 2:23 PM,1708982597,4452,false,93,91.50,73,,,,,,,,,
H|60,80,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 9:33 PM,02/26/2024 2:33 PM,1708983193,5606,false,100,59.88,,94.11,1,94.11,35.46,19.31,20.16,19.18,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/26/2024 9:53 PM,02/26/2024 2:53 PM,1708984393,4579,false,89,85.55,,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 10:23 PM,02/26/2024 3:23 PM,1708986197,4453,false,92,90.53,72,,,,,,,,,
H|60,90,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 10:33 PM,02/26/2024 3:33 PM,1708986793,5607,false,100,56.62,,93.63,1,93.63,35.47,19.25,20.00,18.91,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/26/2024 10:53 PM,02/26/2024 3:53 PM,1708987992,4580,false,89,84.45,,,,,,,,,,
H|60,32,56:0B:D0,Upper Brood,Logged_Data,02/26/2024 11:23 PM,02/26/2024 4:23 PM,1708989796,4454,false,92,89.54,74,,,,,,,,,
H|60,80,49:02:8D,Scale Under Hive,Logged_Data,02/26/2024 11:33 PM,02/26/2024 4:33 PM,1708990392,5608,false,100,54.98,,93.26,1,93.26,35.49,19.18,19.99,18.60,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/26/2024 11:53 PM,02/26/2024 4:53 PM,1708991596,4581,false,89,84.84,,,,,,,,,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 12:23 AM,02/26/2024 5:23 PM,1708993401,4455,false,92,89.09,73,,,,,,,,,
H|60,92,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 12:33 AM,02/26/2024 5:33 PM,1708993992,5609,false,100,53.49,,92.65,1,92.65,35.42,19.05,19.80,18.38,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/27/2024 12:53 AM,02/26/2024 5:53 PM,1708995192,4582,false,89,84.32,,,,,,,,,,
H|60,40,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 1:23 AM,02/26/2024 6:23 PM,1708996996,4456,false,92,88.64,74,,,,,,,,,
H|60,98,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 1:33 AM,02/26/2024 6:33 PM,1708997592,5610,false,100,50.93,,91.92,1,91.92,35.31,18.81,19.69,18.11,,
H|60,38,47:20:22,Lower Brood,Logged_Data,02/27/2024 1:53 AM,02/26/2024 6:53 PM,1708998792,4583,false,89,83.30,,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 2:23 AM,02/26/2024 7:23 PM,1709000592,5611,false,100,48.93,,91.43,1,91.43,35.19,18.70,19.65,17.89,,
H|60,44,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 2:23 AM,02/26/2024 7:23 PM,1709000592,4457,false,92,87.35,73,,,,,,,,,
H|60,16,47:20:22,Lower Brood,Logged_Data,02/27/2024 2:53 AM,02/26/2024 7:53 PM,1709002404,4584,false,89,84.34,,,,,,,,,,
H|60,84,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 3:23 AM,02/26/2024 8:23 PM,1709004192,5612,false,100,49.06,,91.33,1,91.33,35.19,18.63,19.75,17.76,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 3:23 AM,02/26/2024 8:23 PM,1709004196,4458,false,92,87.42,74,,,,,,,,,
H|60,18,47:20:22,Lower Brood,Logged_Data,02/27/2024 3:53 AM,02/26/2024 8:53 PM,1709005995,4585,false,89,84.66,,,,,,,,,,
H|60,44,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 4:23 AM,02/26/2024 9:23 PM,1709007791,4459,false,92,86.16,73,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 4:23 AM,02/26/2024 9:23 PM,1709007792,5613,false,100,44.25,,90.03,1,90.03,34.90,18.16,19.50,17.47,,
H|60,40,47:20:22,Lower Brood,Logged_Data,02/27/2024 4:53 AM,02/26/2024 9:53 PM,1709009591,4586,false,89,84.20,,,,,,,,,,
H|60,40,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 5:23 AM,02/26/2024 10:23 PM,1709011391,4460,false,92,84.45,72,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 5:23 AM,02/26/2024 10:23 PM,1709011392,5614,false,100,38.69,,90.39,1,90.39,34.47,18.35,19.45,18.12,,
H|60,42,47:20:22,Lower Brood,Logged_Data,02/27/2024 5:53 AM,02/26/2024 10:53 PM,1709013195,4587,false,89,82.43,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 6:23 AM,02/26/2024 11:23 PM,1709014992,5615,false,100,35.02,,91.73,1,91.73,34.01,18.56,19.75,19.41,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 6:23 AM,02/26/2024 11:23 PM,1709014996,4461,false,92,85.06,74,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 6:53 AM,02/26/2024 11:53 PM,1709016798,4588,false,89,83.67,,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 7:23 AM,02/27/2024 12:23 AM,1709018591,5616,false,100,32.77,,91.56,1,91.56,33.68,18.44,20.12,19.32,,
H|60,42,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 7:23 AM,02/27/2024 12:23 AM,1709018595,4462,false,92,84.12,70,,,,,,,,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/27/2024 7:53 AM,02/27/2024 12:53 AM,1709020390,4589,false,89,84.38,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 8:23 AM,02/27/2024 1:23 AM,1709022191,5617,false,100,32.19,,91.47,1,91.47,33.44,18.28,20.40,19.35,,
H|60,30,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 8:23 AM,02/27/2024 1:23 AM,1709022195,4463,false,92,83.93,71,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 8:53 AM,02/27/2024 1:53 AM,1709023998,4590,false,89,83.42,,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 9:23 AM,02/27/2024 2:23 AM,1709025791,5618,false,100,31.87,,91.49,1,91.49,33.26,18.20,20.65,19.38,,
H|60,36,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 9:23 AM,02/27/2024 2:23 AM,1709025795,4464,false,92,82.94,70,,,,,,,,,
H|60,44,47:20:22,Lower Brood,Logged_Data,02/27/2024 9:53 AM,02/27/2024 2:53 AM,1709027593,4591,false,89,82.92,,,,,,,,,,
H|60,44,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 10:23 AM,02/27/2024 3:23 AM,1709029389,4465,false,92,83.93,71,,,,,,,,,
H|60,86,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 10:23 AM,02/27/2024 3:23 AM,1709029390,5619,false,100,30.39,,91.47,1,91.47,33.05,18.15,20.96,19.31,,
H|60,34,47:20:22,Lower Brood,Logged_Data,02/27/2024 10:53 AM,02/27/2024 3:53 AM,1709031193,4592,false,89,82.34,,,,,,,,,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 11:23 AM,02/27/2024 4:23 AM,1709032989,4466,false,92,82.36,70,,,,,,,,,
H|60,88,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 11:23 AM,02/27/2024 4:23 AM,1709032990,5620,false,100,30.14,,91.71,1,91.71,32.82,18.18,21.45,19.26,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/27/2024 11:53 AM,02/27/2024 4:53 AM,1709034802,4593,false,89,83.10,,,,,,,,,,
H|60,26,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 12:23 PM,02/27/2024 5:23 AM,1709036589,4467,false,92,82.20,68,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 12:23 PM,02/27/2024 5:23 AM,1709036591,5621,false,100,30.14,,92.41,1,92.41,32.32,18.57,22.71,18.81,,
H|60,36,47:20:22,Lower Brood,Logged_Data,02/27/2024 12:53 PM,02/27/2024 5:53 AM,1709038397,4594,false,88,81.68,,,,,,,,,,
H|60,28,56:0B:D0,Upper Brood,Logged_Data,02/27/2024 1:23 PM,02/27/2024 6:23 AM,1709040189,4468,false,92,82.07,69,,,,,,,,,
H|60,99,49:02:8D,Scale Under Hive,Logged_Data,02/27/2024 1:23 PM,02/27/2024 6:23 AM,1709040190,5622,false,100,29.39,,92.78,1,92.78,31.96,18.90,23.47,18.45,,
